-0.075798	-0.070019	-0.069824	-0.048572	-0.041634	-0.044912	-0.076259	-0.053298	-0.036577	-0.015636	0.004794	0.012685	0.009307	-0.007921	-0.029364	-0.046779	-0.072720	-0.077555	-0.055728	-0.023769	0.024188	0.081960	0.116586	0.093478	0.037091	-0.012440	-0.047139	-0.072486	-0.077278	-0.056109	-0.013889	0.060941	0.184730	0.319558	0.228548	0.089118	0.003190	-0.046081	-0.071707	-0.076131	-0.054218	-0.007929	0.074693	0.225894	0.528214	0.289325	0.107094	0.010362	-0.043847	-0.070333	-0.072974	-0.051024	-0.009584	0.058287	0.155241	0.232124	0.182807	0.082176	0.006437	-0.041232	-0.067122	-0.069411	-0.046128	-0.014707	0.027452	0.073320	0.099504	0.086443	0.042432	-0.002987	-0.037743	-0.064243	-0.064830	-0.040564	-0.022656	-0.003378	0.012162	0.020829	0.016105	0.002414	-0.015438	-0.034310	-0.060955	-0.034118	-0.026901	-0.030624	-0.059996	-0.055511	-0.057856	-0.054218	-0.046128	-0.043847	-0.037743	-0.079852	-0.075431	-0.081306	-0.076800	
-0.075648	-0.071029	-0.067834	-0.045162	-0.038000	-0.042050	-0.074631	-0.050371	-0.032572	-0.010267	0.011442	0.019528	0.015256	-0.003582	-0.026460	-0.044881	-0.071693	-0.076313	-0.053476	-0.019813	0.031162	0.093332	0.130078	0.102498	0.041280	-0.010697	-0.046358	-0.072096	-0.076498	-0.054734	-0.011087	0.066993	0.199089	0.349851	0.236578	0.089734	0.002745	-0.046518	-0.071976	-0.075904	-0.053839	-0.007122	0.076098	0.226721	0.478827	0.273705	0.100979	0.007285	-0.045501	-0.071266	-0.073322	-0.051601	-0.010751	0.055369	0.146830	0.213031	0.166049	0.073154	0.001676	-0.043863	-0.068668	-0.070372	-0.047701	-0.017329	0.022840	0.065328	0.088319	0.075285	0.034235	-0.008365	-0.041168	-0.066296	-0.066419	-0.043075	-0.026035	-0.007926	0.006330	0.014023	0.009247	-0.003721	-0.020497	-0.038259	-0.063406	-0.037528	-0.031132	-0.034856	-0.062184	-0.058208	-0.060539	-0.053839	-0.047701	-0.045501	-0.041168	-0.080099	-0.076590	-0.081262	-0.077663	
-0.074484	-0.072778	-0.066564	-0.042210	-0.035653	-0.040989	-0.072917	-0.047196	-0.028516	-0.005295	0.016836	0.024016	0.018028	-0.002383	-0.026157	-0.045044	-0.071768	-0.074612	-0.050371	-0.014662	0.039378	0.104492	0.139175	0.104566	0.040084	-0.012391	-0.047662	-0.072833	-0.074959	-0.052002	-0.005885	0.077056	0.218947	0.372659	0.229523	0.083140	-0.001308	-0.048814	-0.073257	-0.074691	-0.051728	-0.003085	0.083466	0.238821	0.456629	0.250279	0.089899	0.001505	-0.048551	-0.072969	-0.072497	-0.050226	-0.008541	0.058136	0.147054	0.202388	0.150715	0.062819	-0.004386	-0.047313	-0.070701	-0.070057	-0.047195	-0.016851	0.022577	0.062614	0.081893	0.066654	0.026735	-0.013738	-0.044763	-0.068474	-0.066689	-0.043494	-0.026828	-0.009465	0.003615	0.010053	0.004514	-0.008486	-0.024765	-0.041733	-0.065579	-0.038949	-0.033626	-0.037971	-0.063105	-0.059811	-0.062529	-0.051728	-0.047195	-0.048551	-0.044763	-0.079437	-0.078145	-0.080396	-0.079068	
-0.072699	-0.074559	-0.066564	-0.040982	-0.035658	-0.042220	-0.071798	-0.045048	-0.026092	-0.002874	0.018510	0.023994	0.016256	-0.004912	-0.028600	-0.047193	-0.072912	-0.073091	-0.047569	-0.010268	0.045560	0.110421	0.139089	0.098553	0.034118	-0.016706	-0.050455	-0.074375	-0.073208	-0.048853	-0.000028	0.087782	0.237175	0.372062	0.211793	0.072703	-0.007081	-0.051958	-0.075005	-0.072904	-0.048562	0.002973	0.094832	0.260005	0.455257	0.229577	0.078789	-0.004489	-0.051725	-0.074751	-0.070767	-0.047318	-0.003574	0.065906	0.155868	0.202248	0.141612	0.055041	-0.009381	-0.050233	-0.072433	-0.068565	-0.044758	-0.013403	0.026730	0.065835	0.081851	0.063093	0.022434	-0.017200	-0.047217	-0.069972	-0.065556	-0.041699	-0.024812	-0.007571	0.004763	0.010040	0.003317	-0.010374	-0.026827	-0.043545	-0.066711	-0.037964	-0.033630	-0.038972	-0.062471	-0.059811	-0.063162	-0.048562	-0.044758	-0.051725	-0.047217	-0.078086	-0.079491	-0.079003	-0.080457	
-0.070946	-0.075718	-0.067835	-0.042048	-0.038013	-0.045173	-0.071753	-0.044886	-0.026421	-0.004169	0.015627	0.019472	0.010823	-0.009951	-0.032659	-0.050368	-0.074635	-0.072375	-0.046254	-0.008573	0.046764	0.107966	0.129869	0.087625	0.026208	-0.021740	-0.053556	-0.076089	-0.071929	-0.046525	0.004121	0.094590	0.244403	0.348560	0.192443	0.062880	-0.012239	-0.054709	-0.076540	-0.071202	-0.045492	0.008888	0.106301	0.284410	0.474327	0.217509	0.071491	-0.008543	-0.053865	-0.075953	-0.068738	-0.043865	0.002551	0.076428	0.171294	0.212634	0.140840	0.052104	-0.011690	-0.051630	-0.073255	-0.066393	-0.041166	-0.008020	0.034159	0.074203	0.088202	0.065477	0.022520	-0.017712	-0.047746	-0.070292	-0.063383	-0.038233	-0.020571	-0.002770	0.009468	0.013985	0.005975	-0.008862	-0.026083	-0.043148	-0.066442	-0.034859	-0.031142	-0.037566	-0.060479	-0.058208	-0.062242	-0.045492	-0.041166	-0.053865	-0.047746	-0.076528	-0.080150	-0.077594	-0.081319	
-0.069935	-0.075866	-0.069824	-0.044911	-0.041650	-0.048583	-0.072802	-0.046785	-0.029345	-0.008547	0.009608	0.012621	0.004206	-0.015326	-0.036654	-0.053295	-0.076254	-0.072775	-0.047028	-0.010397	0.042368	0.098475	0.116354	0.076647	0.019503	-0.025588	-0.055809	-0.077333	-0.071664	-0.046044	0.004628	0.093994	0.236064	0.318296	0.178435	0.056950	-0.015047	-0.056118	-0.077315	-0.070279	-0.043795	0.012123	0.112785	0.301188	0.519314	0.216358	0.069972	-0.009437	-0.054284	-0.076169	-0.067199	-0.041213	0.007459	0.085806	0.188629	0.231557	0.148554	0.054737	-0.010662	-0.051079	-0.072903	-0.064344	-0.037729	-0.002606	0.042405	0.085285	0.099345	0.073231	0.026971	-0.015133	-0.046195	-0.069332	-0.060931	-0.034278	-0.015509	0.003423	0.016330	0.020778	0.011759	-0.004366	-0.022743	-0.040656	-0.064855	-0.030630	-0.026915	-0.034168	-0.057792	-0.055512	-0.060057	-0.043795	-0.037729	-0.054284	-0.046195	-0.075368	-0.079901	-0.076730	-0.081362	
-0.070105	-0.074956	-0.071736	-0.048335	-0.045089	-0.051163	-0.074494	-0.049889	-0.033538	-0.014031	0.003094	0.006272	-0.001050	-0.019077	-0.039165	-0.054948	-0.077185	-0.074116	-0.049533	-0.014860	0.034566	0.086602	0.104249	0.069421	0.016160	-0.027021	-0.056476	-0.077681	-0.072530	-0.047632	0.001243	0.086319	0.217383	0.293921	0.173215	0.056494	-0.014690	-0.055747	-0.077076	-0.070535	-0.044243	0.011110	0.110854	0.299744	0.599440	0.226302	0.074591	-0.006926	-0.052856	-0.075329	-0.066804	-0.040531	0.008914	0.089683	0.200412	0.253752	0.163046	0.062289	-0.006579	-0.048742	-0.071488	-0.063259	-0.035887	0.000559	0.048077	0.094922	0.111706	0.084173	0.034552	-0.010206	-0.043035	-0.067401	-0.059165	-0.031404	-0.011609	0.008654	0.022877	0.028125	0.018820	0.001720	-0.017837	-0.036852	-0.062472	-0.026852	-0.022420	-0.029893	-0.055419	-0.052682	-0.057350	-0.044243	-0.035887	-0.052856	-0.043035	-0.075093	-0.078827	-0.076779	-0.080570	
-0.071380	-0.073288	-0.072880	-0.051014	-0.047121	-0.052064	-0.076151	-0.052927	-0.037315	-0.018493	-0.001529	0.002580	-0.003280	-0.020048	-0.039416	-0.054810	-0.077118	-0.075835	-0.052682	-0.019997	0.026735	0.077000	0.097385	0.067904	0.017087	-0.025629	-0.055354	-0.077019	-0.074150	-0.050568	-0.004420	0.075415	0.197742	0.281006	0.177773	0.061622	-0.011268	-0.053708	-0.075899	-0.071859	-0.046627	0.006353	0.101571	0.281101	0.692704	0.245576	0.084205	-0.001719	-0.050021	-0.073711	-0.067730	-0.042136	0.006196	0.086001	0.200074	0.269725	0.180037	0.072571	-0.000682	-0.045373	-0.069487	-0.063620	-0.036491	-0.000036	0.048419	0.098568	0.120081	0.094349	0.042710	-0.004582	-0.039339	-0.065175	-0.058854	-0.030900	-0.010637	0.010570	0.026257	0.032980	0.024402	0.007127	-0.013144	-0.033105	-0.060165	-0.025154	-0.019494	-0.026381	-0.054359	-0.050861	-0.055160	-0.046627	-0.036491	-0.050021	-0.039339	-0.075823	-0.077297	-0.077720	-0.079213	
-0.073215	-0.071457	-0.072880	-0.052059	-0.047117	-0.051016	-0.077171	-0.054815	-0.039379	-0.020483	-0.002860	0.002598	-0.001869	-0.017968	-0.037335	-0.052922	-0.076075	-0.077269	-0.055257	-0.023877	0.021622	0.072551	0.097446	0.072454	0.022044	-0.021810	-0.052788	-0.075565	-0.075866	-0.053630	-0.009979	0.065780	0.183983	0.281300	0.191252	0.071004	-0.005797	-0.050658	-0.074184	-0.073686	-0.049893	0.000056	0.089550	0.256600	0.701419	0.269166	0.095890	0.004485	-0.046754	-0.071888	-0.069569	-0.045291	0.000629	0.076718	0.187822	0.269958	0.192483	0.081785	0.004888	-0.042209	-0.067646	-0.065263	-0.039256	-0.004096	0.043253	0.094264	0.120140	0.099092	0.048040	-0.000510	-0.036558	-0.063525	-0.060138	-0.033007	-0.013065	0.008224	0.024800	0.032998	0.025921	0.009464	-0.010664	-0.030979	-0.058882	-0.026339	-0.019490	-0.025178	-0.055092	-0.050861	-0.054428	-0.049893	-0.039256	-0.046754	-0.036558	-0.077243	-0.075881	-0.079154	-0.077784	
-0.074887	-0.070187	-0.071736	-0.051155	-0.045077	-0.048335	-0.077211	-0.054952	-0.039107	-0.019433	-0.000539	0.006320	0.002801	-0.013432	-0.033550	-0.049883	-0.074406	-0.077913	-0.056388	-0.025266	0.020693	0.074344	0.104419	0.081942	0.029599	-0.016781	-0.049645	-0.073831	-0.077042	-0.055700	-0.013483	0.060502	0.179362	0.294769	0.210415	0.081627	-0.000195	-0.047707	-0.072568	-0.075301	-0.052752	-0.005288	0.079578	0.236462	0.613122	0.287357	0.105019	0.009243	-0.044341	-0.070576	-0.071564	-0.048668	-0.005361	0.066169	0.170421	0.254294	0.193639	0.085671	0.007719	-0.040579	-0.066722	-0.067482	-0.042953	-0.009741	0.035124	0.084309	0.111850	0.095878	0.047928	0.000127	-0.035927	-0.063160	-0.062445	-0.036749	-0.017736	0.002769	0.019242	0.028169	0.022610	0.007584	-0.011577	-0.031456	-0.059192	-0.029841	-0.022408	-0.026856	-0.057285	-0.052681	-0.055486	-0.052752	-0.042953	-0.044341	-0.035927	-0.078777	-0.075155	-0.080514	-0.076847	
